OverallQual,GarageCars,GrLivArea,ExterQual,TotalBsmtSF,BsmtQual,FullBath,BsmtFinSF1,KitchenQual,YearBuilt,Neighborhood,CentralAir,2ndFlrSF,LotArea,OverallCond,FireplaceQu,YearRemodAdd,GarageFinish,KitchenAbvGr,GarageType,LandContour,MSZoning,LotFrontage,SaleCondition,BsmtFullBath,RoofMatl,BsmtExposure,HalfBath,BedroomAbvGr,GarageYrBlt,BsmtFinType1,SalePrice
7,2,1680,2.0,1650,0.0,2,144,2.0,1998,14.0,1.0,0,10140,5,3.0,1999,3.0,1,5.0,3.0,3.0,78.0,4.0,1,1.0,3.0,0,3,1998,3.0,213250
7,1,767,3.0,723,2.0,1,584,3.0,1998,12.0,1.0,0,4058,5,0.0,1998,3.0,1,5.0,3.0,2.0,34.0,4.0,1,1.0,0.0,0,1,1998,2.0,133000
7,2,1496,2.0,654,2.0,2,554,2.0,2006,8.0,1.0,832,17104,5,4.0,2006,2.0,1,5.0,3.0,3.0,58.0,5.0,1,1.0,0.0,1,3,2006,2.0,179665
7,3,2183,2.0,1204,2.0,2,1002,2.0,1988,14.0,1.0,806,13837,5,0.0,1988,1.0,1,5.0,3.0,3.0,0.0,4.0,0,1.0,3.0,1,4,1988,2.0,229000
6,2,1635,3.0,1065,2.0,1,300,3.0,1923,3.0,1.0,720,8737,7,4.0,1950,1.0,1,1.0,0.0,3.0,70.0,4.0,0,1.0,3.0,1,3,1950,5.0,210000
5,2,768,3.0,768,2.0,1,619,3.0,1970,11.0,1.0,0,7244,7,0.0,1970,1.0,1,1.0,3.0,3.0,54.0,4.0,1,1.0,0.0,0,2,1987,0.0,129500
5,2,825,3.0,825,4.0,1,180,3.0,1955,17.0,1.0,0,8235,7,0.0,1995,2.0,1,1.0,1.0,4.0,49.0,4.0,1,1.0,3.0,0,2,1963,3.0,125000
7,2,2094,2.0,912,2.0,2,0,2.0,2003,21.0,1.0,1182,9375,5,4.0,2004,3.0,1,3.0,3.0,1.0,75.0,4.0,0,1.0,3.0,1,4,2003,6.0,263000
6,2,1069,3.0,1069,2.0,2,559,3.0,1977,13.0,1.0,0,4043,6,0.0,1977,2.0,1,5.0,3.0,3.0,53.0,0.0,0,1.0,3.0,0,2,1977,0.0,140000
5,1,928,3.0,928,4.0,1,308,3.0,1957,17.0,1.0,0,6000,6,0.0,1957,3.0,1,5.0,3.0,4.0,50.0,4.0,0,1.0,3.0,0,3,1957,5.0,112500
8,3,1717,2.0,1709,0.0,2,0,2.0,2006,16.0,1.0,0,11146,5,4.0,2006,2.0,1,5.0,3.0,3.0,87.0,4.0,0,1.0,0.0,0,3,2006,6.0,255500
4,2,1126,3.0,0,3.0,2,0,2.0,1949,7.0,1.0,0,8777,5,0.0,2003,3.0,1,1.0,3.0,3.0,67.0,4.0,0,1.0,4.0,0,2,2002,4.0,108000
7,3,2046,2.0,998,2.0,2,866,2.0,2003,16.0,1.0,1040,10625,5,4.0,2004,2.0,1,3.0,3.0,3.0,85.0,4.0,1,1.0,3.0,1,3,2003,2.0,284000
5,1,1048,3.0,993,4.0,1,0,3.0,1922,3.0,1.0,0,6380,6,4.0,1950,1.0,1,1.0,3.0,4.0,58.0,4.0,0,1.0,3.0,0,2,1922,6.0,113000
5,1,1092,3.0,1092,4.0,1,895,3.0,1957,12.0,1.0,0,14850,5,3.0,1957,3.0,1,5.0,3.0,3.0,69.0,4.0,1,1.0,3.0,0,2,1957,5.0,141000
4,1,1336,3.0,637,4.0,1,637,3.0,1920,9.0,1.0,439,11040,6,0.0,1950,1.0,1,2.0,2.0,0.0,60.0,4.0,0,1.0,3.0,1,3,1994,5.0,108000
7,2,1446,3.0,729,2.0,2,604,3.0,1996,8.0,1.0,717,21872,5,3.0,1997,1.0,1,5.0,1.0,3.0,57.0,4.0,0,1.0,1.0,1,3,1996,2.0,175000
7,2,1557,2.0,1374,2.0,2,0,2.0,2003,0.0,1.0,0,3196,5,3.0,2004,3.0,1,5.0,3.0,3.0,0.0,4.0,0,1.0,1.0,0,2,2003,6.0,234000
5,2,1392,3.0,1392,2.0,1,1302,3.0,1957,19.0,1.0,0,11341,6,4.0,1996,1.0,1,1.0,3.0,3.0,0.0,4.0,1,1.0,3.0,1,3,1957,0.0,121500
5,2,1389,3.0,1389,2.0,1,1071,3.0,1974,11.0,1.0,0,10010,5,3.0,1975,2.0,1,5.0,3.0,3.0,77.0,4.0,1,1.0,0.0,0,2,1975,0.0,170000
5,0,996,3.0,996,4.0,1,290,3.0,1940,7.0,1.0,0,13907,6,4.0,1969,0.0,1,0.0,3.0,3.0,63.0,4.0,1,1.0,3.0,0,3,0,1.0,108000
6,2,1674,3.0,1163,2.0,2,0,3.0,1918,7.0,1.0,511,21780,7,4.0,1950,3.0,1,1.0,3.0,3.0,66.0,4.0,0,1.0,2.0,0,4,1955,6.0,185000
7,2,2295,2.0,1095,2.0,2,728,2.0,1992,15.0,1.0,1129,13346,5,3.0,2000,2.0,1,5.0,3.0,3.0,0.0,4.0,1,1.0,3.0,1,4,1992,2.0,268000
6,1,1647,3.0,806,2.0,1,0,1.0,1915,18.0,0.0,806,6858,4,0.0,1950,1.0,1,1.0,0.0,3.0,66.0,4.0,1,1.0,3.0,1,4,1920,6.0,128000
9,3,2504,2.0,1122,2.0,2,0,0.0,2005,22.0,1.0,1370,11198,5,4.0,2007,3.0,1,3.0,3.0,3.0,77.0,4.0,0,1.0,3.0,1,4,2005,6.0,325000
7,2,1535,2.0,1517,2.0,2,2,2.0,2004,16.0,1.0,0,10171,5,0.0,2004,2.0,1,5.0,3.0,3.0,70.0,4.0,0,1.0,3.0,0,3,2004,2.0,214000
8,2,2132,2.0,1496,2.0,1,1441,2.0,1983,20.0,1.0,636,12327,8,4.0,2009,3.0,1,3.0,2.0,3.0,79.0,4.0,1,1.0,1.0,1,1,1983,2.0,316600
5,2,943,3.0,943,2.0,1,943,3.0,1979,12.0,1.0,0,7032,5,3.0,1979,1.0,1,1.0,3.0,3.0,0.0,4.0,1,1.0,1.0,0,2,1979,2.0,135960
5,2,1728,3.0,1728,4.0,2,231,3.0,1965,12.0,1.0,0,13101,5,0.0,1965,1.0,2,1.0,3.0,3.0,74.0,4.0,0,1.0,3.0,0,6,1987,3.0,142600
6,1,864,3.0,864,4.0,1,414,2.0,1959,12.0,1.0,0,7332,6,0.0,1959,1.0,1,5.0,3.0,3.0,60.0,0.0,1,1.0,3.0,0,2,1959,1.0,120000
7,2,1692,3.0,846,0.0,2,0,2.0,2009,23.0,1.0,846,13159,5,0.0,2009,2.0,1,5.0,1.0,3.0,83.0,5.0,0,1.0,0.0,1,3,2009,6.0,224500
7,2,1430,3.0,384,2.0,2,0,3.0,2000,8.0,1.0,656,9967,5,3.0,2000,2.0,1,3.0,3.0,3.0,76.0,4.0,0,1.0,3.0,1,3,2000,6.0,170000
5,1,1109,3.0,372,4.0,1,349,3.0,1971,12.0,1.0,533,10500,7,0.0,2005,1.0,1,3.0,3.0,3.0,70.0,4.0,0,1.0,0.0,0,3,1971,0.0,139000
5,1,1216,3.0,832,4.0,1,442,3.0,1947,12.0,1.0,384,8480,5,0.0,1950,1.0,1,1.0,3.0,3.0,80.0,0.0,0,1.0,3.0,0,2,1947,5.0,118500
7,1,1477,3.0,861,4.0,2,0,3.0,1928,18.0,1.0,600,6292,7,4.0,1950,1.0,1,1.0,3.0,3.0,52.0,4.0,0,1.0,3.0,0,3,1928,6.0,145000
5,2,1320,3.0,1164,4.0,1,328,3.0,1966,19.0,1.0,0,11777,6,2.0,1966,2.0,1,5.0,3.0,3.0,96.0,0.0,1,1.0,0.0,0,3,1966,3.0,164500
7,2,1392,2.0,689,2.0,2,0,2.0,2007,21.0,1.0,689,3604,5,0.0,2007,1.0,1,1.0,3.0,1.0,34.0,0.0,0,1.0,3.0,0,2,2007,6.0,146000
5,1,1795,3.0,1050,4.0,2,0,3.0,1954,17.0,0.0,745,12150,5,0.0,1954,1.0,1,5.0,3.0,4.0,81.0,4.0,0,1.0,3.0,0,4,1954,6.0,131500
6,2,1429,3.0,1144,4.0,1,594,2.0,1960,12.0,1.0,0,14585,6,4.0,1987,1.0,1,5.0,3.0,3.0,0.0,4.0,0,1.0,3.0,0,3,1960,1.0,181900
8,3,2042,0.0,2042,0.0,2,0,0.0,2008,16.0,1.0,0,12704,5,4.0,2009,2.0,1,5.0,3.0,3.0,98.0,5.0,0,1.0,3.0,1,3,2009,6.0,253293
6,0,816,3.0,816,2.0,1,816,3.0,1990,7.0,1.0,0,11841,5,0.0,1990,0.0,1,0.0,3.0,3.0,81.0,4.0,1,1.0,0.0,0,3,0,2.0,118500
10,2,2775,0.0,1237,4.0,3,0,2.0,1893,17.0,1.0,1254,13500,9,4.0,2000,1.0,1,1.0,3.0,4.0,75.0,4.0,0,1.0,3.0,1,3,1988,6.0,325000
4,1,1573,3.0,884,4.0,1,0,2.0,1935,3.0,1.0,584,6120,7,0.0,1995,1.0,1,1.0,3.0,4.0,51.0,4.0,0,1.0,3.0,0,3,1935,6.0,133000
8,3,2028,2.0,1868,0.0,2,1460,2.0,2005,23.0,1.0,0,11443,5,4.0,2006,2.0,1,5.0,3.0,3.0,88.0,5.0,1,1.0,1.0,0,2,2005,2.0,369900
6,1,838,3.0,816,4.0,1,210,1.0,1918,3.0,1.0,0,10267,7,0.0,2000,3.0,1,1.0,3.0,3.0,55.0,4.0,1,1.0,2.0,0,2,1961,5.0,130000
5,2,860,3.0,840,4.0,1,672,3.0,1982,19.0,1.0,0,8740,6,0.0,1982,1.0,1,1.0,3.0,3.0,74.0,4.0,1,1.0,0.0,0,2,1996,0.0,137000
5,1,1473,3.0,1437,4.0,1,1324,0.0,1968,4.0,1.0,0,25095,8,4.0,2003,1.0,1,5.0,2.0,3.0,65.0,5.0,2,5.0,1.0,0,1,1968,2.0,143000
5,1,935,3.0,742,4.0,1,0,3.0,1930,3.0,1.0,0,9100,6,0.0,1960,1.0,1,1.0,3.0,4.0,50.0,4.0,0,1.0,3.0,0,2,1988,6.0,79500
7,2,1582,2.0,770,2.0,2,490,2.0,2004,5.0,1.0,812,8320,5,0.0,2004,2.0,1,5.0,3.0,3.0,64.0,4.0,0,1.0,3.0,1,3,2004,2.0,185900
10,3,2296,0.0,1722,0.0,2,1338,0.0,2008,16.0,1.0,568,13478,5,4.0,2008,2.0,1,3.0,3.0,3.0,97.0,4.0,1,1.0,1.0,1,3,2008,2.0,451950
5,2,816,3.0,816,4.0,1,816,3.0,1982,11.0,1.0,0,6600,8,0.0,2003,3.0,1,1.0,3.0,3.0,60.0,4.0,1,1.0,3.0,0,2,1985,2.0,138000
6,2,848,2.0,848,2.0,1,685,2.0,2003,5.0,1.0,0,4435,5,0.0,2003,3.0,1,5.0,3.0,4.0,0.0,4.0,1,1.0,0.0,0,1,2003,2.0,140000
5,1,924,3.0,924,2.0,1,0,3.0,1975,5.0,1.0,0,7990,6,0.0,1975,1.0,1,1.0,3.0,3.0,88.0,4.0,0,1.0,3.0,0,3,1981,6.0,110000
8,3,1826,2.0,1814,2.0,2,1422,2.0,2005,22.0,1.0,0,11302,5,3.0,2006,3.0,1,5.0,3.0,3.0,69.0,5.0,1,1.0,1.0,0,3,2005,2.0,319000
6,1,1368,3.0,684,4.0,1,0,3.0,1910,17.0,0.0,684,3600,7,0.0,1993,1.0,1,1.0,3.0,4.0,60.0,4.0,0,1.0,3.0,0,3,1930,6.0,114504
7,3,1402,2.0,1258,0.0,0,0,2.0,2006,0.0,1.0,0,3922,5,4.0,2007,3.0,1,5.0,3.0,3.0,53.0,5.0,0,1.0,0.0,2,2,2006,6.0,194201
5,2,1647,3.0,1430,2.0,2,1283,2.0,1977,6.0,1.0,0,12984,6,3.0,1977,3.0,1,5.0,0.0,3.0,80.0,4.0,1,1.0,2.0,0,3,1977,0.0,217500
6,2,1556,3.0,716,2.0,2,81,3.0,1980,1.0,1.0,840,1950,6,3.0,1980,3.0,1,5.0,3.0,4.0,24.0,4.0,1,1.0,3.0,1,3,1980,3.0,151000
8,2,1904,2.0,1058,2.0,2,546,0.0,2005,16.0,1.0,846,10927,5,4.0,2005,3.0,1,3.0,3.0,3.0,74.0,4.0,1,1.0,0.0,1,3,2003,2.0,275000
6,1,1375,3.0,780,4.0,1,0,2.0,1937,9.0,1.0,595,9000,6,4.0,1950,1.0,1,1.0,0.0,4.0,50.0,4.0,0,1.0,3.0,1,3,1979,6.0,141000
8,2,1915,2.0,908,2.0,2,789,2.0,1992,20.0,1.0,988,10041,5,3.0,1992,3.0,1,5.0,3.0,3.0,80.0,0.0,1,1.0,2.0,1,3,1992,2.0,220000
7,2,1200,2.0,600,2.0,2,0,2.0,2004,21.0,1.0,600,3182,5,0.0,2005,2.0,1,1.0,3.0,1.0,30.0,4.0,0,1.0,3.0,1,2,2004,6.0,151000
7,2,1494,2.0,1494,2.0,2,922,2.0,2002,5.0,1.0,0,12803,5,3.0,2002,2.0,1,5.0,3.0,3.0,88.0,4.0,1,1.0,2.0,0,3,2002,2.0,221000
7,2,1986,3.0,768,4.0,2,454,3.0,1965,12.0,1.0,800,13600,6,2.0,1990,1.0,1,5.0,3.0,3.0,85.0,4.0,0,1.0,3.0,1,3,1965,1.0,205000
5,2,1040,3.0,1040,2.0,1,732,2.0,1996,5.0,1.0,0,12464,5,0.0,1996,1.0,1,1.0,2.0,3.0,82.0,4.0,1,1.0,3.0,0,3,2000,2.0,152000
5,1,2008,3.0,896,4.0,3,603,0.0,1948,7.0,1.0,896,7800,8,0.0,2002,1.0,1,5.0,0.0,3.0,78.0,4.0,1,1.0,3.0,0,3,1948,2.0,225000
8,2,3194,3.0,965,2.0,2,428,3.0,1934,6.0,1.0,1254,12168,6,4.0,1998,1.0,1,4.0,1.0,3.0,78.0,2.0,0,1.0,2.0,1,4,1934,1.0,359100
4,1,1029,3.0,1029,4.0,1,903,3.0,1961,19.0,1.0,0,7943,5,0.0,1961,1.0,1,5.0,3.0,3.0,61.0,4.0,1,1.0,2.0,0,3,1961,5.0,118500
9,3,2153,2.0,1440,0.0,2,904,0.0,2000,5.0,1.0,677,11050,5,5.0,2000,3.0,1,5.0,3.0,3.0,0.0,4.0,1,1.0,2.0,1,3,2000,2.0,313000
6,2,1032,3.0,1032,2.0,2,605,3.0,1978,14.0,1.0,0,10395,6,3.0,1978,1.0,1,5.0,3.0,3.0,0.0,4.0,0,1.0,0.0,0,3,1978,0.0,148000
8,2,1872,2.0,1299,2.0,2,990,0.0,2001,5.0,1.0,573,11885,5,3.0,2001,2.0,1,3.0,3.0,3.0,0.0,4.0,1,1.0,0.0,1,3,2001,2.0,261500
5,0,1120,3.0,1120,2.0,1,206,3.0,2007,11.0,1.0,0,8402,5,0.0,2007,0.0,1,0.0,3.0,3.0,70.0,5.0,0,1.0,3.0,0,3,0,0.0,147000
4,0,630,3.0,630,2.0,1,150,3.0,1972,10.0,1.0,0,1491,6,0.0,1972,0.0,1,0.0,3.0,4.0,21.0,4.0,1,1.0,0.0,0,1,0,3.0,75500
6,2,1054,3.0,936,4.0,1,763,2.0,1963,12.0,1.0,0,8800,7,0.0,1963,2.0,1,5.0,3.0,3.0,80.0,0.0,1,1.0,1.0,0,3,1963,2.0,137500
6,2,1509,2.0,783,2.0,2,457,2.0,2002,8.0,1.0,702,7861,5,4.0,2003,3.0,1,5.0,3.0,3.0,0.0,4.0,1,1.0,3.0,1,3,2002,2.0,183200
6,2,832,3.0,832,4.0,1,0,2.0,1954,12.0,1.0,0,7227,6,0.0,1954,1.0,1,1.0,1.0,3.0,59.0,4.0,0,1.0,3.0,0,2,1962,6.0,105500
9,3,1828,0.0,1822,0.0,2,48,2.0,2007,16.0,1.0,0,11694,5,4.0,2007,1.0,1,5.0,3.0,3.0,90.0,5.0,0,1.0,0.0,0,3,2007,2.0,314813
8,3,2262,2.0,1482,2.0,2,871,2.0,2003,23.0,1.0,780,12244,5,4.0,2003,3.0,1,5.0,3.0,3.0,85.0,4.0,1,1.0,1.0,1,4,2003,2.0,305000
3,0,864,3.0,864,4.0,1,41,3.0,1914,7.0,0.0,0,8248,3,0.0,1950,0.0,1,0.0,3.0,3.0,45.0,4.0,1,1.0,3.0,0,2,0,1.0,67000
6,2,2614,3.0,1522,4.0,2,956,3.0,1974,14.0,1.0,1066,10800,7,3.0,1997,2.0,1,5.0,3.0,3.0,90.0,4.0,0,1.0,3.0,1,4,1974,0.0,240000
5,2,980,3.0,980,4.0,1,560,3.0,1977,19.0,1.0,0,7064,6,0.0,1977,1.0,1,1.0,3.0,3.0,71.0,4.0,0,1.0,3.0,0,3,1986,1.0,135000
6,2,1512,2.0,756,2.0,2,420,2.0,2000,21.0,1.0,756,2117,5,3.0,2000,1.0,1,1.0,3.0,1.0,0.0,4.0,0,1.0,3.0,1,2,2000,2.0,168500
6,2,1790,3.0,732,4.0,1,247,3.0,1972,14.0,1.0,778,10400,5,3.0,1972,2.0,1,5.0,3.0,3.0,80.0,4.0,1,1.0,3.0,2,4,1972,5.0,165150
6,2,1116,3.0,1116,4.0,1,0,3.0,1962,12.0,1.0,0,10000,6,0.0,1962,1.0,1,5.0,3.0,3.0,87.0,4.0,0,1.0,3.0,1,3,1962,6.0,160000
5,1,1422,3.0,978,4.0,1,0,3.0,1960,12.0,1.0,0,12342,5,3.0,1978,2.0,1,5.0,3.0,3.0,0.0,4.0,0,1.0,3.0,0,3,1960,6.0,139900
6,1,1520,3.0,1156,4.0,1,674,3.0,1955,12.0,1.0,0,9600,6,4.0,1972,2.0,1,4.0,3.0,3.0,80.0,4.0,1,1.0,0.0,0,3,1955,1.0,153000
5,2,2080,3.0,1040,2.0,1,650,1.0,1969,12.0,1.0,1040,11606,5,3.0,1969,1.0,1,5.0,1.0,3.0,70.0,3.0,0,1.0,0.0,2,5,1969,5.0,135000
6,2,1350,3.0,1248,4.0,1,624,3.0,1964,12.0,1.0,0,9020,5,0.0,1964,2.0,1,5.0,3.0,3.0,82.0,4.0,1,7.0,1.0,1,3,1964,2.0,168500
5,1,1750,3.0,636,1.0,1,0,0.0,1880,17.0,1.0,661,9000,6,0.0,1991,1.0,1,1.0,3.0,4.0,50.0,0.0,0,1.0,3.0,0,3,1937,6.0,124000
8,2,1554,2.0,1554,2.0,2,24,2.0,2006,16.0,1.0,0,4590,5,4.0,2006,2.0,1,5.0,3.0,3.0,34.0,4.0,0,1.0,2.0,0,2,2006,2.0,209500
7,2,1411,3.0,1386,4.0,2,822,3.0,1977,14.0,1.0,0,11900,5,3.0,1977,3.0,1,5.0,3.0,3.0,85.0,3.0,0,1.0,3.0,0,3,1977,0.0,82500
5,1,1056,3.0,1056,4.0,1,480,3.0,1954,12.0,1.0,0,9250,7,0.0,2005,1.0,1,5.0,3.0,3.0,80.0,4.0,0,1.0,3.0,0,3,1954,1.0,139400
6,2,1056,3.0,1056,4.0,0,1056,3.0,1980,17.0,1.0,0,6979,5,0.0,1980,1.0,2,1.0,3.0,3.0,64.0,4.0,2,1.0,3.0,0,0,1980,2.0,144000
6,0,3395,1.0,1440,4.0,2,256,1.0,1914,18.0,1.0,1440,10896,7,0.0,1995,0.0,2,0.0,0.0,2.0,60.0,0.0,0,1.0,3.0,0,8,0,3.0,200000
2,0,800,1.0,264,4.0,1,0,1.0,1936,3.0,0.0,0,6120,3,1.0,1950,0.0,1,0.0,3.0,4.0,51.0,4.0,0,1.0,3.0,0,1,0,6.0,60000
5,1,1387,3.0,811,4.0,2,0,2.0,1954,17.0,1.0,576,6000,4,0.0,1954,1.0,2,3.0,3.0,4.0,50.0,4.0,0,1.0,3.0,0,3,1954,6.0,93000
5,0,796,3.0,796,1.0,1,0,3.0,1910,7.0,1.0,0,8777,7,0.0,1950,0.0,1,0.0,3.0,3.0,67.0,4.0,0,1.0,3.0,0,2,0,6.0,85000
8,3,1567,2.0,1520,2.0,2,1154,0.0,2006,0.0,1.0,0,3982,5,4.0,2006,3.0,1,5.0,3.0,3.0,53.0,5.0,1,1.0,0.0,0,1,2006,2.0,264561
8,2,1518,0.0,1518,0.0,1,1218,0.0,2003,16.0,1.0,0,12677,5,4.0,2004,2.0,1,5.0,3.0,3.0,62.0,4.0,0,1.0,1.0,1,1,2003,2.0,274000
7,2,1929,2.0,1057,2.0,2,738,2.0,2001,21.0,1.0,872,7050,5,3.0,2001,3.0,1,5.0,3.0,1.0,0.0,4.0,1,1.0,3.0,1,3,2001,2.0,226000
8,2,2704,2.0,1952,2.0,2,1410,0.0,1972,12.0,1.0,704,13860,7,3.0,1995,3.0,1,5.0,3.0,3.0,75.0,4.0,1,1.0,1.0,1,4,1972,2.0,345000
5,2,1620,3.0,780,4.0,2,493,3.0,1969,14.0,1.0,840,10793,5,0.0,1969,3.0,1,5.0,3.0,3.0,80.0,4.0,0,1.0,3.0,1,4,1969,5.0,152000
9,3,1766,0.0,1766,0.0,2,1121,0.0,2009,21.0,1.0,0,9187,5,4.0,2009,3.0,1,5.0,3.0,1.0,85.0,5.0,1,1.0,2.0,1,2,2009,2.0,370878
6,2,981,3.0,981,4.0,1,282,3.0,1971,12.0,1.0,0,10530,5,0.0,1971,1.0,1,1.0,3.0,3.0,0.0,4.0,1,1.0,3.0,1,3,1979,0.0,143250
5,2,1048,3.0,0,3.0,1,0,3.0,1950,12.0,1.0,0,7200,5,0.0,1950,1.0,1,1.0,3.0,3.0,60.0,4.0,0,1.0,4.0,0,3,1950,4.0,98300
6,2,1094,3.0,1094,4.0,1,500,3.0,1953,7.0,1.0,0,10452,5,4.0,1953,2.0,1,5.0,3.0,3.0,85.0,4.0,0,1.0,2.0,0,3,1953,5.0,155000
6,2,1839,3.0,756,4.0,1,0,3.0,1966,12.0,1.0,788,7700,5,3.0,1966,1.0,1,5.0,3.0,3.0,70.0,4.0,0,1.0,3.0,1,4,1966,6.0,155000
4,0,630,3.0,630,2.0,1,131,3.0,1970,10.0,1.0,0,1936,6,0.0,1970,0.0,1,0.0,3.0,4.0,21.0,4.0,1,1.0,0.0,0,1,0,1.0,84500
7,2,1665,2.0,813,2.0,2,0,2.0,2007,21.0,1.0,843,8125,6,0.0,2007,2.0,1,5.0,3.0,1.0,65.0,4.0,0,1.0,3.0,1,3,2007,6.0,205950
4,1,1510,3.0,755,4.0,1,0,3.0,1940,7.0,1.0,755,9084,5,4.0,1950,1.0,1,1.0,3.0,3.0,60.0,4.0,1,1.0,2.0,0,4,1940,6.0,108000
7,2,1716,2.0,880,2.0,2,0,2.0,1996,5.0,1.0,807,8750,5,3.0,1996,2.0,1,5.0,3.0,3.0,70.0,4.0,0,1.0,3.0,1,2,1996,6.0,191000
6,1,1469,3.0,756,4.0,1,0,3.0,1906,9.0,1.0,713,10320,7,0.0,1995,1.0,1,1.0,3.0,4.0,60.0,4.0,0,1.0,3.0,0,3,1906,6.0,135000
8,3,2113,2.0,2109,2.0,2,1696,2.0,1995,15.0,1.0,0,10437,6,3.0,1995,3.0,1,5.0,3.0,3.0,91.0,4.0,1,1.0,1.0,1,2,1995,2.0,350000
6,1,1092,3.0,525,4.0,1,0,3.0,1971,2.0,1.0,567,1680,5,0.0,1971,1.0,1,1.0,3.0,4.0,21.0,3.0,0,1.0,3.0,1,3,1971,6.0,88000
5,1,1053,2.0,1053,4.0,1,806,2.0,1959,12.0,1.0,0,10007,7,0.0,2006,2.0,1,5.0,3.0,3.0,72.0,4.0,1,1.0,3.0,1,3,1959,0.0,145500
7,1,1502,3.0,776,2.0,1,0,3.0,1931,6.0,1.0,651,7200,6,4.0,2000,2.0,1,5.0,1.0,3.0,60.0,4.0,0,1.0,3.0,1,3,1931,6.0,149000
6,1,1458,3.0,912,4.0,1,0,3.0,1948,12.0,1.0,546,17503,5,4.0,1950,1.0,1,5.0,3.0,3.0,78.0,0.0,0,1.0,3.0,0,3,1948,6.0,97500
5,2,1486,3.0,1486,4.0,1,637,3.0,1964,7.0,1.0,0,9937,7,0.0,1999,3.0,1,1.0,3.0,3.0,75.0,4.0,1,1.0,3.0,0,3,1968,1.0,167000
7,2,1935,3.0,793,2.0,2,0,3.0,1976,14.0,1.0,793,12384,7,3.0,1976,2.0,1,5.0,3.0,3.0,0.0,4.0,0,1.0,3.0,1,3,1976,6.0,197900
8,3,2448,2.0,1629,2.0,2,1361,2.0,1994,15.0,1.0,762,46589,7,3.0,2005,2.0,1,5.0,3.0,3.0,52.0,4.0,1,1.0,3.0,1,4,1994,2.0,402000
6,2,1392,3.0,1392,1.0,1,0,3.0,1968,12.0,1.0,0,13560,3,3.0,1968,2.0,1,5.0,3.0,3.0,120.0,4.0,1,1.0,3.0,0,2,1968,6.0,110000
4,2,1181,3.0,1138,2.0,2,920,3.0,1972,7.0,1.0,0,10012,5,0.0,1972,2.0,1,1.0,3.0,3.0,90.0,4.0,1,1.0,0.0,0,3,1974,1.0,137500
8,3,2097,2.0,2077,0.0,1,1721,0.0,2005,21.0,1.0,0,20896,5,5.0,2006,3.0,1,5.0,3.0,3.0,49.0,5.0,1,1.0,2.0,1,1,2005,2.0,423000
8,2,1936,2.0,1406,2.0,2,0,2.0,2000,8.0,1.0,482,11194,5,3.0,2000,2.0,1,5.0,3.0,3.0,106.0,4.0,0,1.0,3.0,1,3,2000,6.0,230500
6,2,2380,3.0,1021,2.0,2,187,3.0,1965,12.0,1.0,915,18450,5,1.0,1979,1.0,1,2.0,3.0,3.0,0.0,0.0,0,5.0,3.0,1,3,1965,3.0,129000
6,2,1679,3.0,1408,2.0,2,1138,2.0,1994,20.0,1.0,0,8125,5,2.0,1998,2.0,1,5.0,3.0,3.0,65.0,4.0,1,1.0,3.0,0,3,1994,2.0,193500
5,2,1437,3.0,1188,4.0,1,988,3.0,1956,19.0,1.0,0,14175,6,3.0,1987,1.0,1,1.0,0.0,3.0,0.0,4.0,1,1.0,3.0,1,3,1999,5.0,168000
4,1,1180,3.0,700,1.0,1,0,1.0,1922,6.0,1.0,0,11600,5,4.0,1950,1.0,1,1.0,3.0,3.0,80.0,4.0,0,1.0,3.0,0,2,1922,6.0,137500
6,2,1476,2.0,738,2.0,2,193,2.0,2005,5.0,1.0,738,8633,5,0.0,2005,3.0,1,5.0,3.0,3.0,64.0,4.0,1,1.0,3.0,1,3,2005,2.0,173500
6,1,1369,3.0,672,4.0,2,551,3.0,1925,7.0,0.0,672,6629,6,0.0,1950,1.0,1,1.0,3.0,2.0,54.0,4.0,1,1.0,3.0,0,3,1930,1.0,103600
6,2,1208,2.0,1208,2.0,1,767,3.0,1977,24.0,1.0,0,11250,6,3.0,1977,2.0,1,5.0,3.0,3.0,0.0,4.0,1,1.0,3.0,1,3,1977,0.0,165000
6,2,1839,3.0,1477,4.0,2,1186,2.0,1957,6.0,1.0,0,14442,7,3.0,2004,3.0,1,5.0,3.0,3.0,110.0,4.0,1,1.0,3.0,0,3,1957,2.0,257500
6,1,1136,3.0,1136,4.0,1,892,3.0,1965,12.0,1.0,0,9200,6,4.0,1965,2.0,1,5.0,3.0,3.0,80.0,4.0,1,1.0,3.0,0,3,1965,5.0,140000
6,2,1441,3.0,855,4.0,2,311,3.0,1978,13.0,1.0,586,2289,6,3.0,1978,1.0,1,5.0,3.0,3.0,24.0,4.0,0,1.0,3.0,1,3,1978,0.0,148500
4,3,1774,3.0,1095,4.0,2,0,3.0,1900,17.0,0.0,679,9600,2,0.0,1950,1.0,2,6.0,3.0,4.0,60.0,4.0,1,1.0,3.0,0,4,1920,6.0,87000
5,1,792,2.0,768,4.0,1,0,2.0,1924,17.0,1.0,0,9022,8,0.0,2006,1.0,1,1.0,3.0,3.0,52.0,4.0,0,1.0,3.0,0,2,1924,6.0,109500
8,3,2046,2.0,2046,0.0,2,0,2.0,2008,22.0,1.0,0,11844,5,4.0,2008,3.0,1,5.0,3.0,3.0,80.0,5.0,0,1.0,2.0,1,3,2008,6.0,372500
