OverallQual,GarageCars,ExterQual,BsmtQual,GrLivArea,GarageFinish,FullBath,GarageType,FireplaceQu,KitchenQual,TotalBsmtSF,2ndFlrSF,CentralAir,1stFlrSF,BsmtFinSF1,TotRmsAbvGrd,YearRemodAdd,Fireplaces,LandContour,YearBuilt,BsmtFinType1,GarageCond,LotArea,BsmtExposure,GarageArea,HalfBath,KitchenAbvGr,MSZoning,Neighborhood,OpenPorchSF,SalePrice
8,3,0.0,0.0,2042,2.0,2,5.0,4.0,0.0,2042,0,1.0,2042,0,8,2009,1,3.0,2008,6.0,5.0,12704,3.0,1390,1,1,3.0,16.0,90,253293
6,0,3.0,2.0,816,0.0,1,0.0,0.0,3.0,816,0,1.0,816,816,5,1990,0,3.0,1990,2.0,3.0,11841,0.0,0,0,1,3.0,7.0,32,118500
10,2,0.0,4.0,2775,1.0,3,1.0,4.0,2.0,1237,1254,1.0,1521,0,9,2000,1,3.0,1893,6.0,5.0,13500,3.0,880,1,1,4.0,17.0,502,325000
4,1,3.0,4.0,1573,1.0,1,1.0,0.0,2.0,884,584,1.0,989,0,6,1995,0,3.0,1935,6.0,5.0,6120,3.0,240,0,1,4.0,3.0,0,133000
8,3,2.0,0.0,2028,2.0,2,5.0,4.0,2.0,1868,0,1.0,2028,1460,7,2006,2,3.0,2005,2.0,5.0,11443,1.0,880,0,1,3.0,23.0,66,369900
6,1,3.0,4.0,838,3.0,1,1.0,0.0,1.0,816,0,1.0,838,210,5,2000,0,3.0,1918,5.0,5.0,10267,2.0,275,0,1,3.0,3.0,0,130000
5,2,3.0,4.0,860,1.0,1,1.0,0.0,3.0,840,0,1.0,860,672,4,1982,0,3.0,1982,0.0,5.0,8740,0.0,528,0,1,3.0,19.0,0,137000
5,1,3.0,4.0,1473,1.0,1,5.0,4.0,0.0,1437,0,1.0,1473,1324,5,2003,2,2.0,1968,2.0,5.0,25095,1.0,452,0,1,3.0,4.0,48,143000
5,1,3.0,4.0,935,1.0,1,1.0,0.0,3.0,742,0,1.0,779,0,4,1960,0,3.0,1930,6.0,5.0,9100,3.0,308,0,1,4.0,3.0,0,79500
7,2,2.0,2.0,1582,2.0,2,5.0,0.0,2.0,770,812,1.0,770,490,6,2004,0,3.0,2004,2.0,5.0,8320,3.0,520,1,1,3.0,5.0,45,185900
10,3,0.0,0.0,2296,2.0,2,3.0,4.0,0.0,1722,568,1.0,1728,1338,10,2008,1,3.0,2008,2.0,5.0,13478,1.0,842,1,1,3.0,16.0,274,451950
5,2,3.0,4.0,816,3.0,1,1.0,0.0,3.0,816,0,1.0,816,816,4,2003,0,3.0,1982,2.0,5.0,6600,3.0,816,0,1,3.0,11.0,0,138000
6,2,2.0,2.0,848,3.0,1,5.0,0.0,2.0,848,0,1.0,848,685,4,2003,0,3.0,2003,2.0,5.0,4435,0.0,420,0,1,4.0,5.0,0,140000
5,1,3.0,2.0,924,1.0,1,1.0,0.0,3.0,924,0,1.0,924,0,5,1975,0,3.0,1975,6.0,5.0,7990,3.0,280,0,1,3.0,5.0,0,110000
8,3,2.0,2.0,1826,3.0,2,5.0,3.0,2.0,1814,0,1.0,1826,1422,7,2006,1,3.0,2005,2.0,5.0,11302,1.0,758,0,1,3.0,22.0,75,319000
6,1,3.0,4.0,1368,1.0,1,1.0,0.0,3.0,684,684,0.0,684,0,7,1993,0,3.0,1910,6.0,1.0,3600,3.0,216,0,1,4.0,17.0,158,114504
7,3,2.0,0.0,1402,3.0,0,5.0,4.0,2.0,1258,0,1.0,1402,0,7,2007,1,3.0,2006,6.0,5.0,3922,0.0,648,2,1,3.0,0.0,16,194201
5,2,3.0,2.0,1647,3.0,2,5.0,3.0,2.0,1430,0,1.0,1647,1283,7,1977,1,0.0,1977,0.0,5.0,12984,2.0,621,0,1,3.0,6.0,0,217500
6,2,3.0,2.0,1556,3.0,2,5.0,3.0,3.0,716,840,1.0,716,81,6,1980,1,3.0,1980,3.0,5.0,1950,3.0,452,1,1,4.0,1.0,0,151000
8,2,2.0,2.0,1904,3.0,2,3.0,4.0,0.0,1058,846,1.0,1058,546,8,2005,1,3.0,2005,2.0,5.0,10927,0.0,736,1,1,3.0,16.0,60,275000
6,1,3.0,4.0,1375,1.0,1,1.0,4.0,2.0,780,595,1.0,780,0,6,1950,1,0.0,1937,6.0,5.0,9000,3.0,544,1,1,4.0,9.0,162,141000
8,2,2.0,2.0,1915,3.0,2,5.0,3.0,2.0,908,988,1.0,927,789,8,1992,1,3.0,1992,2.0,5.0,10041,2.0,506,1,1,3.0,20.0,150,220000
7,2,2.0,2.0,1200,2.0,2,1.0,0.0,2.0,600,600,1.0,600,0,4,2005,0,3.0,2004,6.0,5.0,3182,3.0,480,1,1,1.0,21.0,172,151000
7,2,2.0,2.0,1494,2.0,2,5.0,3.0,2.0,1494,0,1.0,1494,922,6,2002,1,3.0,2002,2.0,5.0,12803,2.0,530,0,1,3.0,5.0,36,221000
7,2,3.0,4.0,1986,1.0,2,5.0,2.0,3.0,768,800,1.0,1186,454,7,1990,3,3.0,1965,1.0,5.0,13600,3.0,486,1,1,3.0,12.0,42,205000
5,2,3.0,2.0,1040,1.0,1,1.0,0.0,2.0,1040,0,1.0,1040,732,6,1996,0,2.0,1996,2.0,5.0,12464,3.0,576,0,1,3.0,5.0,0,152000
5,1,3.0,4.0,2008,1.0,3,5.0,0.0,0.0,896,896,1.0,1112,603,8,2002,0,0.0,1948,2.0,5.0,7800,3.0,230,0,1,3.0,7.0,0,225000
8,2,3.0,2.0,3194,1.0,2,4.0,4.0,3.0,965,1254,1.0,1940,428,10,1998,2,1.0,1934,1.0,5.0,12168,2.0,380,1,1,3.0,6.0,0,359100
4,1,3.0,4.0,1029,1.0,1,5.0,0.0,3.0,1029,0,1.0,1029,903,5,1961,0,3.0,1961,5.0,5.0,7943,2.0,261,0,1,3.0,19.0,0,118500
9,3,2.0,0.0,2153,3.0,2,5.0,5.0,0.0,1440,677,1.0,1476,904,8,2000,2,3.0,2000,2.0,5.0,11050,2.0,736,1,1,3.0,5.0,142,313000
6,2,3.0,2.0,1032,1.0,2,5.0,3.0,3.0,1032,0,1.0,1032,605,6,1978,1,3.0,1978,0.0,5.0,10395,0.0,564,0,1,3.0,14.0,0,148000
8,2,2.0,2.0,1872,2.0,2,3.0,3.0,0.0,1299,573,1.0,1299,990,7,2001,1,3.0,2001,2.0,5.0,11885,0.0,531,1,1,3.0,5.0,122,261500
5,0,3.0,2.0,1120,0.0,1,0.0,0.0,3.0,1120,0,1.0,1120,206,6,2007,0,3.0,2007,0.0,3.0,8402,3.0,0,0,1,3.0,11.0,30,147000
4,0,3.0,2.0,630,0.0,1,0.0,0.0,3.0,630,0,1.0,630,150,3,1972,0,3.0,1972,3.0,3.0,1491,0.0,0,0,1,4.0,10.0,24,75500
6,2,3.0,4.0,1054,2.0,1,5.0,0.0,2.0,936,0,1.0,1054,763,6,1963,0,3.0,1963,2.0,5.0,8800,1.0,480,0,1,3.0,12.0,0,137500
6,2,2.0,2.0,1509,3.0,2,5.0,4.0,2.0,783,702,1.0,807,457,7,2003,1,3.0,2002,2.0,5.0,7861,3.0,393,1,1,3.0,8.0,75,183200
6,2,3.0,4.0,832,1.0,1,1.0,0.0,2.0,832,0,1.0,832,0,4,1954,0,1.0,1954,6.0,5.0,7227,3.0,528,0,1,3.0,12.0,0,105500
9,3,0.0,0.0,1828,1.0,2,5.0,4.0,2.0,1822,0,1.0,1828,48,9,2007,1,3.0,2007,2.0,5.0,11694,0.0,774,0,1,3.0,16.0,108,314813
8,3,2.0,2.0,2262,3.0,2,5.0,4.0,2.0,1482,780,1.0,1482,871,10,2003,2,3.0,2003,2.0,5.0,12244,1.0,749,1,1,3.0,23.0,0,305000
3,0,3.0,4.0,864,0.0,1,0.0,0.0,3.0,864,0,0.0,864,41,5,1950,0,3.0,1914,1.0,3.0,8248,3.0,0,0,1,3.0,7.0,0,67000
6,2,3.0,4.0,2614,2.0,2,5.0,3.0,3.0,1522,1066,1.0,1548,956,9,1997,1,3.0,1974,0.0,5.0,10800,3.0,624,1,1,3.0,14.0,243,240000
5,2,3.0,4.0,980,1.0,1,1.0,0.0,3.0,980,0,1.0,980,560,6,1977,0,3.0,1977,1.0,5.0,7064,3.0,484,0,1,3.0,19.0,0,135000
6,2,2.0,2.0,1512,1.0,2,1.0,3.0,2.0,756,756,1.0,756,420,4,2000,1,3.0,2000,2.0,5.0,2117,3.0,440,1,1,1.0,21.0,32,168500
6,2,3.0,4.0,1790,2.0,1,5.0,3.0,3.0,732,778,1.0,1012,247,8,1972,1,3.0,1972,5.0,5.0,10400,3.0,484,2,1,3.0,14.0,0,165150
6,2,3.0,4.0,1116,1.0,1,5.0,0.0,3.0,1116,0,1.0,1116,0,5,1962,0,3.0,1962,6.0,5.0,10000,3.0,440,1,1,3.0,12.0,0,160000
5,1,3.0,4.0,1422,2.0,1,5.0,3.0,3.0,978,0,1.0,1422,0,6,1978,1,3.0,1960,6.0,5.0,12342,3.0,286,0,1,3.0,12.0,0,139900
6,1,3.0,4.0,1520,2.0,1,4.0,4.0,3.0,1156,0,1.0,1520,674,7,1972,2,3.0,1955,1.0,5.0,9600,0.0,364,0,1,3.0,12.0,0,153000
5,2,3.0,2.0,2080,1.0,1,5.0,3.0,1.0,1040,1040,1.0,1040,650,9,1969,2,1.0,1969,5.0,5.0,11606,0.0,504,2,1,3.0,12.0,0,135000
6,2,3.0,4.0,1350,2.0,1,5.0,0.0,3.0,1248,0,1.0,1350,624,6,1964,0,3.0,1964,2.0,5.0,9020,1.0,520,1,1,3.0,12.0,0,168500
5,1,3.0,1.0,1750,1.0,1,1.0,0.0,0.0,636,661,1.0,1089,0,8,1991,0,3.0,1880,6.0,4.0,9000,3.0,240,0,1,4.0,17.0,0,124000
8,2,2.0,2.0,1554,2.0,2,5.0,4.0,2.0,1554,0,1.0,1554,24,6,2006,1,3.0,2006,2.0,5.0,4590,2.0,627,0,1,3.0,16.0,73,209500
7,2,3.0,4.0,1411,3.0,2,5.0,3.0,3.0,1386,0,1.0,1411,822,6,1977,1,3.0,1977,0.0,5.0,11900,3.0,544,0,1,3.0,14.0,0,82500
5,1,3.0,4.0,1056,1.0,1,5.0,0.0,3.0,1056,0,1.0,1056,480,6,2005,0,3.0,1954,1.0,5.0,9250,3.0,260,0,1,3.0,12.0,0,139400
6,2,3.0,4.0,1056,1.0,0,1.0,0.0,3.0,1056,0,1.0,1056,1056,4,1980,0,3.0,1980,2.0,5.0,6979,3.0,576,0,2,3.0,17.0,56,144000
6,0,1.0,4.0,3395,0.0,2,0.0,0.0,1.0,1440,1440,1.0,1440,256,14,1995,0,0.0,1914,3.0,3.0,10896,3.0,0,0,2,2.0,18.0,110,200000
2,0,1.0,4.0,800,0.0,1,0.0,1.0,1.0,264,0,0.0,800,0,4,1950,1,3.0,1936,6.0,3.0,6120,3.0,0,0,1,4.0,3.0,0,60000
5,1,3.0,4.0,1387,1.0,2,3.0,0.0,2.0,811,576,1.0,811,0,7,1954,0,3.0,1954,6.0,5.0,6000,3.0,256,0,2,4.0,17.0,0,93000
5,0,3.0,1.0,796,0.0,1,0.0,0.0,3.0,796,0,1.0,796,0,4,1950,0,3.0,1910,6.0,3.0,8777,3.0,0,0,1,3.0,7.0,0,85000
8,3,2.0,2.0,1567,3.0,2,5.0,4.0,0.0,1520,0,1.0,1567,1154,7,2006,1,3.0,2006,2.0,5.0,3982,0.0,648,0,1,3.0,0.0,0,264561
8,2,0.0,0.0,1518,2.0,1,5.0,4.0,0.0,1518,0,1.0,1518,1218,6,2004,1,3.0,2003,2.0,5.0,12677,1.0,588,1,1,3.0,16.0,140,274000
7,2,2.0,2.0,1929,3.0,2,5.0,3.0,2.0,1057,872,1.0,1057,738,7,2001,1,3.0,2001,2.0,5.0,7050,3.0,650,1,1,1.0,21.0,235,226000
8,2,2.0,2.0,2704,3.0,2,5.0,3.0,0.0,1952,704,1.0,2000,1410,9,1995,3,3.0,1972,2.0,5.0,13860,1.0,538,1,1,3.0,12.0,111,345000
5,2,3.0,4.0,1620,3.0,2,5.0,0.0,3.0,780,840,1.0,780,493,7,1969,0,3.0,1969,5.0,5.0,10793,3.0,462,1,1,3.0,14.0,0,152000
9,3,0.0,0.0,1766,3.0,2,5.0,4.0,0.0,1766,0,1.0,1766,1121,7,2009,1,3.0,2009,2.0,5.0,9187,2.0,478,1,1,1.0,21.0,130,370878
6,2,3.0,4.0,981,1.0,1,1.0,0.0,3.0,981,0,1.0,981,282,5,1971,0,3.0,1971,0.0,5.0,10530,3.0,576,1,1,3.0,12.0,312,143250
5,2,3.0,3.0,1048,1.0,1,1.0,0.0,3.0,0,0,1.0,1048,0,7,1950,0,3.0,1950,4.0,5.0,7200,4.0,420,0,1,3.0,12.0,27,98300
6,2,3.0,4.0,1094,2.0,1,5.0,4.0,3.0,1094,0,1.0,1094,500,5,1953,2,3.0,1953,5.0,5.0,10452,2.0,495,0,1,3.0,7.0,0,155000
6,2,3.0,4.0,1839,1.0,1,5.0,3.0,3.0,756,788,1.0,1051,0,7,1966,1,3.0,1966,6.0,5.0,7700,3.0,442,1,1,3.0,12.0,124,155000
4,0,3.0,2.0,630,0.0,1,0.0,0.0,3.0,630,0,1.0,630,131,3,1970,0,3.0,1970,1.0,3.0,1936,0.0,0,0,1,4.0,10.0,0,84500
7,2,2.0,2.0,1665,2.0,2,5.0,0.0,2.0,813,843,1.0,822,0,7,2007,0,3.0,2007,6.0,5.0,8125,3.0,562,1,1,1.0,21.0,0,205950
4,1,3.0,4.0,1510,1.0,1,1.0,4.0,3.0,755,755,1.0,755,0,7,1950,1,3.0,1940,6.0,4.0,9084,2.0,296,0,1,3.0,7.0,0,108000
7,2,2.0,2.0,1716,2.0,2,5.0,3.0,2.0,880,807,1.0,909,0,7,1996,1,3.0,1996,6.0,5.0,8750,3.0,512,1,1,3.0,5.0,120,191000
6,1,3.0,4.0,1469,1.0,1,1.0,0.0,3.0,756,713,1.0,756,0,7,1995,0,3.0,1906,6.0,5.0,10320,3.0,216,0,1,4.0,9.0,0,135000
8,3,2.0,2.0,2113,3.0,2,5.0,3.0,2.0,2109,0,1.0,2113,1696,7,1995,1,3.0,1995,2.0,5.0,10437,1.0,839,1,1,3.0,15.0,46,350000
6,1,3.0,4.0,1092,1.0,1,1.0,0.0,3.0,525,567,1.0,525,0,6,1971,0,3.0,1971,6.0,5.0,1680,3.0,264,1,1,4.0,2.0,0,88000
5,1,2.0,4.0,1053,2.0,1,5.0,0.0,2.0,1053,0,1.0,1053,806,5,2006,0,3.0,1959,0.0,5.0,10007,3.0,312,1,1,3.0,12.0,0,145500
7,1,3.0,2.0,1502,2.0,1,5.0,4.0,3.0,776,651,1.0,851,0,6,2000,1,1.0,1931,6.0,5.0,7200,3.0,270,1,1,3.0,6.0,0,149000
6,1,3.0,4.0,1458,1.0,1,5.0,4.0,3.0,912,546,1.0,912,0,6,1950,1,3.0,1948,6.0,5.0,17503,3.0,330,0,1,3.0,12.0,0,97500
5,2,3.0,4.0,1486,3.0,1,1.0,0.0,3.0,1486,0,1.0,1486,637,7,1999,0,3.0,1964,1.0,5.0,9937,3.0,480,0,1,3.0,7.0,0,167000
7,2,3.0,2.0,1935,2.0,2,5.0,3.0,3.0,793,793,1.0,1142,0,7,1976,1,3.0,1976,6.0,5.0,12384,3.0,550,1,1,3.0,14.0,113,197900
8,3,2.0,2.0,2448,2.0,2,5.0,3.0,2.0,1629,762,1.0,1686,1361,8,2005,1,3.0,1994,2.0,5.0,46589,3.0,711,1,1,3.0,15.0,76,402000
6,2,3.0,1.0,1392,2.0,1,5.0,3.0,3.0,1392,0,1.0,1392,0,5,1968,2,3.0,1968,6.0,5.0,13560,3.0,576,0,1,3.0,12.0,0,110000
4,2,3.0,2.0,1181,2.0,2,1.0,0.0,3.0,1138,0,1.0,1181,920,6,1972,0,3.0,1972,1.0,5.0,10012,0.0,588,0,1,3.0,7.0,0,137500
8,3,2.0,0.0,2097,3.0,1,5.0,5.0,0.0,2077,0,1.0,2097,1721,8,2006,1,3.0,2005,2.0,5.0,20896,2.0,1134,1,1,3.0,21.0,267,423000
8,2,2.0,2.0,1936,2.0,2,5.0,3.0,2.0,1406,482,1.0,1454,0,7,2000,1,3.0,2000,6.0,5.0,11194,3.0,504,1,1,3.0,8.0,124,230500
6,2,3.0,2.0,2380,1.0,2,2.0,1.0,3.0,1021,915,1.0,1465,187,7,1979,1,3.0,1965,3.0,5.0,18450,3.0,596,1,1,3.0,12.0,265,129000
6,2,3.0,2.0,1679,2.0,2,5.0,2.0,2.0,1408,0,1.0,1679,1138,7,1998,1,3.0,1994,2.0,5.0,8125,3.0,575,0,1,3.0,20.0,42,193500
5,2,3.0,4.0,1437,1.0,1,1.0,3.0,3.0,1188,0,1.0,1437,988,6,1987,1,0.0,1956,5.0,5.0,14175,3.0,576,1,1,3.0,19.0,0,168000
4,1,3.0,1.0,1180,1.0,1,1.0,4.0,1.0,700,0,1.0,1180,0,5,1950,1,3.0,1922,6.0,1.0,11600,3.0,252,0,1,3.0,6.0,0,137500
6,2,2.0,2.0,1476,3.0,2,5.0,0.0,2.0,738,738,1.0,738,193,7,2005,0,3.0,2005,2.0,5.0,8633,3.0,540,1,1,3.0,5.0,35,173500
6,1,3.0,4.0,1369,1.0,2,1.0,0.0,3.0,672,672,0.0,697,551,6,1950,0,3.0,1925,1.0,5.0,6629,3.0,300,0,1,2.0,7.0,0,103600
6,2,2.0,2.0,1208,2.0,1,5.0,3.0,3.0,1208,0,1.0,1208,767,6,1977,1,3.0,1977,0.0,5.0,11250,3.0,546,1,1,3.0,24.0,42,165000
6,2,3.0,4.0,1839,3.0,2,5.0,3.0,2.0,1477,0,1.0,1839,1186,7,2004,2,3.0,1957,2.0,5.0,14442,3.0,416,0,1,3.0,6.0,87,257500
6,1,3.0,4.0,1136,2.0,1,5.0,4.0,3.0,1136,0,1.0,1136,892,5,1965,1,3.0,1965,5.0,5.0,9200,3.0,384,0,1,3.0,12.0,0,140000
6,2,3.0,4.0,1441,1.0,2,5.0,3.0,3.0,855,586,1.0,855,311,7,1978,1,3.0,1978,0.0,5.0,2289,3.0,440,1,1,3.0,13.0,0,148500
4,3,3.0,4.0,1774,1.0,2,6.0,0.0,3.0,1095,679,0.0,1095,0,8,1950,0,3.0,1900,6.0,1.0,9600,3.0,779,0,2,4.0,17.0,0,87000
5,1,2.0,4.0,792,1.0,1,1.0,0.0,2.0,768,0,1.0,792,0,5,2006,0,3.0,1924,6.0,1.0,9022,3.0,240,0,1,3.0,17.0,0,109500
8,3,2.0,0.0,2046,3.0,2,5.0,4.0,2.0,2046,0,1.0,2046,0,7,2008,1,3.0,2008,6.0,5.0,11844,2.0,834,1,1,3.0,22.0,82,372500
5,2,3.0,4.0,988,1.0,1,1.0,0.0,3.0,988,0,1.0,988,827,5,1961,0,3.0,1961,5.0,5.0,9945,3.0,572,0,1,3.0,19.0,0,128500
6,1,3.0,2.0,923,2.0,2,5.0,3.0,3.0,923,0,1.0,923,543,5,1980,1,3.0,1980,1.0,5.0,8012,3.0,264,0,1,3.0,20.0,0,143000
5,1,3.0,4.0,1520,1.0,1,1.0,0.0,3.0,793,672,1.0,848,182,6,2000,0,0.0,1932,5.0,5.0,4500,3.0,281,0,1,2.0,18.0,0,159434
6,2,3.0,2.0,1291,1.0,1,5.0,4.0,2.0,1291,0,1.0,1291,1003,6,1997,1,1.0,1996,2.0,5.0,2887,2.0,431,0,1,3.0,4.0,0,173000
9,3,2.0,2.0,1668,3.0,2,5.0,3.0,2.0,1626,0,1.0,1668,1059,7,2002,1,3.0,2002,2.0,5.0,11248,0.0,702,0,1,3.0,5.0,45,285000
7,2,2.0,2.0,1839,3.0,2,5.0,0.0,3.0,1195,644,1.0,1195,0,7,1998,0,3.0,1998,6.0,5.0,16770,3.0,486,1,1,3.0,15.0,81,221000
7,2,2.0,2.0,2090,3.0,2,5.0,3.0,2.0,1190,900,1.0,1190,828,6,1984,1,3.0,1984,2.0,5.0,5062,2.0,577,0,1,3.0,22.0,0,207500
7,2,2.0,2.0,1761,3.0,3,5.0,0.0,2.0,874,887,1.0,874,0,7,2007,0,3.0,2007,6.0,5.0,10207,3.0,578,0,1,1.0,21.0,105,227875
7,2,2.0,2.0,1102,1.0,2,1.0,0.0,2.0,551,551,1.0,551,239,4,2004,0,3.0,2004,2.0,5.0,5105,3.0,480,1,1,1.0,21.0,60,148800
8,2,2.0,2.0,1419,2.0,2,5.0,4.0,2.0,1419,0,1.0,1419,945,7,2007,1,1.0,2007,2.0,5.0,8089,0.0,567,0,1,3.0,22.0,0,392000
6,2,2.0,2.0,1362,2.0,2,5.0,4.0,2.0,1362,0,1.0,1362,20,6,2006,1,3.0,2005,0.0,5.0,7577,0.0,460,0,1,3.0,16.0,28,194700
6,2,2.0,2.0,848,2.0,1,5.0,3.0,2.0,848,0,1.0,848,697,3,2004,1,3.0,2004,2.0,5.0,4426,1.0,420,0,1,4.0,5.0,0,141000
10,3,0.0,0.0,4316,3.0,3,5.0,5.0,0.0,2444,1872,1.0,2444,1455,10,1995,2,3.0,1994,2.0,5.0,21535,1.0,832,1,1,3.0,15.0,50,755000
7,2,2.0,2.0,2519,2.0,2,5.0,4.0,2.0,1210,1281,1.0,1238,965,9,1990,2,3.0,1989,2.0,5.0,26178,1.0,628,1,1,3.0,23.0,27,335000
5,1,3.0,4.0,1073,1.0,1,1.0,0.0,3.0,1073,0,1.0,1073,0,4,1968,0,3.0,1921,6.0,5.0,5400,3.0,326,0,1,3.0,17.0,0,108480
5,2,3.0,4.0,1539,1.0,1,1.0,0.0,3.0,927,472,1.0,1067,0,5,1950,0,3.0,1936,6.0,5.0,6120,3.0,576,1,1,4.0,3.0,0,141500
6,2,3.0,2.0,1137,1.0,2,5.0,3.0,2.0,1112,0,1.0,1137,980,5,1987,1,3.0,1987,2.0,5.0,13811,3.0,551,0,1,3.0,23.0,0,176000
5,1,3.0,4.0,616,1.0,1,1.0,0.0,3.0,616,0,1.0,616,616,4,1950,0,3.0,1921,3.0,5.0,6000,3.0,205,0,1,4.0,3.0,0,89000
5,1,3.0,0.0,1148,1.0,1,1.0,0.0,3.0,980,0,1.0,1148,210,6,1952,0,3.0,1952,3.0,5.0,6420,2.0,308,0,1,3.0,7.0,0,123500
5,1,3.0,4.0,894,1.0,1,1.0,4.0,3.0,894,0,1.0,894,553,5,2009,1,3.0,1965,2.0,5.0,8450,3.0,336,0,1,3.0,19.0,144,138500
7,2,2.0,2.0,1391,2.0,2,5.0,0.0,2.0,1391,0,1.0,1391,16,5,2004,0,3.0,2004,2.0,5.0,4282,2.0,530,0,1,1.0,21.0,158,196000
8,3,2.0,0.0,1800,3.0,2,5.0,4.0,2.0,1800,0,1.0,1800,1274,7,2002,1,3.0,2002,2.0,5.0,14331,1.0,765,0,1,3.0,23.0,78,312500
7,2,3.0,4.0,1164,1.0,1,5.0,0.0,3.0,1164,0,1.0,1164,0,6,1969,0,3.0,1969,6.0,5.0,9600,3.0,528,1,1,3.0,14.0,0,140000
8,3,0.0,0.0,2576,3.0,2,3.0,4.0,0.0,1234,1312,1.0,1264,0,10,2006,1,3.0,2006,6.0,5.0,12438,3.0,666,1,1,3.0,22.0,100,361919
5,2,3.0,2.0,1812,1.0,2,1.0,1.0,2.0,360,780,1.0,1032,0,8,1996,1,3.0,1900,6.0,5.0,7630,3.0,672,0,2,4.0,17.0,0,140000
7,2,2.0,2.0,1484,2.0,2,5.0,0.0,2.0,1473,0,1.0,1484,712,7,2005,0,3.0,2004,2.0,5.0,8400,0.0,606,0,1,3.0,5.0,35,213000
4,0,1.0,3.0,1092,0.0,2,0.0,0.0,1.0,0,720,0.0,372,0,7,1950,0,3.0,1930,4.0,3.0,5600,4.0,0,0,2,4.0,9.0,0,55000
7,2,3.0,2.0,1824,1.0,2,5.0,3.0,2.0,1643,0,1.0,1824,1219,5,2002,2,2.0,1971,2.0,5.0,115149,1.0,739,0,1,3.0,4.0,48,302000
8,2,2.0,2.0,1324,3.0,2,5.0,4.0,2.0,1324,0,1.0,1324,863,6,2006,1,3.0,2006,2.0,5.0,6240,3.0,550,0,1,3.0,16.0,38,254000
7,2,2.0,2.0,1456,3.0,2,5.0,4.0,2.0,728,728,1.0,728,0,8,2007,1,3.0,2007,6.0,5.0,9018,0.0,400,1,1,3.0,8.0,24,179540
5,1,3.0,4.0,904,1.0,1,5.0,0.0,3.0,876,0,1.0,904,0,6,1966,0,3.0,1966,6.0,5.0,7162,3.0,408,0,1,3.0,19.0,0,109900
3,0,2.0,4.0,729,0.0,1,0.0,0.0,3.0,270,0,1.0,729,0,5,2003,0,3.0,1935,6.0,3.0,4130,3.0,0,0,1,3.0,3.0,0,52000
4,1,3.0,4.0,1178,2.0,1,1.0,0.0,3.0,859,319,1.0,859,0,7,1950,0,1.0,1900,6.0,5.0,8712,2.0,384,0,1,0.0,9.0,0,102776
8,2,2.0,2.0,1228,3.0,2,5.0,4.0,2.0,1228,0,1.0,1228,767,5,1989,1,1.0,1988,2.0,5.0,4671,2.0,472,0,1,3.0,22.0,120,189000
4,2,3.0,4.0,960,1.0,1,1.0,0.0,3.0,960,0,0.0,960,789,6,1970,0,3.0,1970,0.0,5.0,9873,0.0,576,0,1,3.0,3.0,288,129000
6,2,2.0,4.0,1479,2.0,2,5.0,0.0,2.0,725,754,1.0,725,533,6,2005,0,3.0,1976,2.0,5.0,13517,3.0,475,1,1,3.0,19.0,44,130500
6,2,3.0,2.0,1350,2.0,2,5.0,3.0,3.0,1064,0,1.0,1350,0,7,1974,1,3.0,1974,6.0,5.0,10140,3.0,478,0,1,3.0,14.0,0,165000
7,2,3.0,4.0,2554,1.0,1,1.0,0.0,3.0,718,978,1.0,1576,0,8,1998,0,0.0,1890,6.0,5.0,10800,3.0,704,1,1,4.0,17.0,48,159500
5,2,3.0,2.0,1178,1.0,1,5.0,2.0,2.0,1176,0,1.0,1178,1084,5,2000,1,3.0,1973,1.0,5.0,10000,3.0,439,1,1,3.0,14.0,0,157000
7,3,2.0,2.0,2418,2.0,2,5.0,3.0,2.0,1311,1093,1.0,1325,1173,9,1994,1,3.0,1993,2.0,5.0,10542,1.0,983,1,1,3.0,15.0,154,341000
5,1,3.0,2.0,971,1.0,1,5.0,1.0,3.0,971,0,1.0,971,523,5,1969,1,3.0,1969,0.0,5.0,9920,1.0,300,1,1,3.0,5.0,0,128500
8,2,2.0,2.0,1742,2.0,2,5.0,3.0,2.0,1742,0,1.0,1742,1148,5,1985,1,2.0,1985,2.0,5.0,6563,1.0,564,0,1,3.0,22.0,28,275000
6,2,2.0,2.0,848,2.0,1,5.0,0.0,2.0,848,0,1.0,848,662,3,2004,0,3.0,2004,2.0,5.0,4426,0.0,420,0,1,4.0,5.0,0,143000
4,2,3.0,4.0,864,1.0,1,1.0,0.0,3.0,864,0,1.0,864,191,5,1970,0,3.0,1970,0.0,5.0,8120,3.0,463,0,1,3.0,12.0,0,124500
4,1,3.0,4.0,1470,1.0,2,1.0,0.0,3.0,941,473,1.0,997,0,7,1972,0,3.0,1954,6.0,5.0,8172,3.0,548,0,1,3.0,7.0,0,135000
9,3,0.0,0.0,1698,3.0,2,5.0,4.0,0.0,1698,0,1.0,1698,1234,8,2008,1,3.0,2007,2.0,5.0,13286,3.0,768,0,1,3.0,7.0,64,320000
4,2,3.0,4.0,864,1.0,1,1.0,0.0,2.0,864,0,1.0,864,375,5,1970,0,3.0,1970,0.0,5.0,6960,3.0,660,0,1,3.0,12.0,0,120500
6,2,2.0,2.0,1680,3.0,2,5.0,4.0,2.0,880,0,1.0,1680,808,5,2007,1,3.0,1988,2.0,5.0,21695,3.0,540,0,1,3.0,6.0,44,222000
